Offizieller_Name;streetAddress;postalCode;addressLocality;Telefon;Email;Fax;Internet;Handelsregister;Rechtsform;Hauptsitz;Firmengründung;Inhaber;Geschäftsführung;Branche;Unternehmensgegendstand;Umsatzsteuer-Id;Mitarbeiter;Stammkapital
MS Comfort-Bau GmbH, Immobilien- und Bauträgergesellschaft;Adenauerstrasse 9b;66399;Mandelbachtal;+49 (06893) 803785;n/a;+49 (06893) 803785;n/a;HRB 15665, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Bauträger;n/a;n/a;n/a;n/a
Müller Sport + Flug GmbH;Amselweg 2;66399;Mandelbachtal;+49 (06893) 6936;n/a;+49 (06893) 6947;n/a;HRB 15255, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Handelsvermittlung von Altmaterialien und Reststoffen;n/a;n/a;n/a;n/a
Reiner Schwarz GmbH;Saarpfalz-Strasse 2;66399;Mandelbachtal;+49 (06803) 581;n/a;+49 (06803) 80045;n/a;HRB 14233, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Transporte, Güterbeförderung im Strassenverkehr;n/a;n/a;n/a;n/a
Schneider Geschäftsführungs-GmbH;Martinstrasse;66399;Mandelbachtal;+49 (06804) 6637;n/a;+49 (06804) 6211;n/a;HRB 15939, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
Brück Stahlhandels GmbH;Kappellenstrasse 94;66399;Mandelbachtal;+49 (06893) 840;n/a;+49 (06893) 84296;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Grosshandel mit Metall und Metallhalbzeugen;n/a;n/a;n/a;n/a
DEGRO Maschinenbau GmbH;Mörikestrasse 4;66399;Mandelbachtal;+49 (06893) 94860;n/a;+49 (06893) 948666;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Herstellung von Maschinen für die Metallerzeugung und für Walzwerke sowie Giessmaschinen;n/a;n/a;n/a;n/a
Dirk Utta Dentaltechnik GmbH;Sains-Richaumont-Strasse 13;66399;Mandelbachtal;+49 (06804) 1300;n/a;+49 (06804) 914552;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Bliesmengen-Bolchen);n/a;n/a;n/a;Zahntechnik und Dentallabore;n/a;n/a;n/a;n/a
Dorfkrug Walle OHG;St. Ingberter Strasse 64;66399;Mandelbachtal;+49 (06803) 602;n/a;+49 (06803) 306173;n/a;n/a;OHG: Offene Handelsgesellschaft;Mandelbachtal (Ortsteil Heckendalheim);n/a;n/a;n/a;Restaurants;n/a;n/a;n/a;n/a
Fassbender + Partner Versicherungsmakler GmbH;Rubenheimer Strasse 75;66399;Mandelbachtal;+49 (06893) 70907;n/a;+49 (06893) 70909;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Erfweiler-Ehlingen);n/a;n/a;n/a;Versicherungsmakler;n/a;n/a;n/a;n/a
F. Hofmann Müll- und Containerdienst GmbH;Kiefernweg 14;66399;Mandelbachtal;+49 (06893) 5448;n/a;+49 (06893) 802583;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Ormesheim);n/a;n/a;n/a;Sammlung, Transport und Lagerung von Abfällen;n/a;n/a;n/a;n/a
Fliesen Pitetti GmbH;Raiffeisen Strasse 17;66399;Mandelbachtal;+49 (06893) 1070;n/a;+49 (06893) 1071;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Fliesenleger, Plattenleger und Mosaikleger;n/a;n/a;n/a;n/a
Fussbodenbau Bickelmann-Follmar GmbH;Bliestalstrasse 5;66399;Mandelbachtal;+49 (06804) 914677;n/a;+49 (06804) 914688;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Bliesmengen-Bolchen);n/a;n/a;n/a;Fussbodenleger, Fliesenleger und Plattenleger, Raumausstattung;n/a;n/a;n/a;n/a
Handelsagentur Berthold Wagner GmbH;Lindenweg 2;66399;Mandelbachtal;+49 (06893) 3060;n/a;+49 (06893) 3412;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Ormesheim);n/a;n/a;n/a;Handelsvermittlung von Nahrungsmitteln, Getränken und Tabakwaren;n/a;n/a;n/a;n/a
Kneib Versicherungs-, Finanzierungs- + Immobilienvermittlungsgesellschaft mbH;Otto-Walle-Strasse 35;66399;Mandelbachtal;+49 (0681) 842300;n/a;+49 (0681) 842302;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Heckendalheim);n/a;n/a;n/a;Versicherungsvertreter;n/a;n/a;n/a;n/a
Michael Hertel GmbH;Am Nadelkörbchen 3;66399;Mandelbachtal;+49 (06803) 3629;n/a;+49 (06803) 984670;n/a;HRB 32603, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Milchtransporte Hermsen - Güternahverkehr - e.K.;Saargemünder Strasse 9a;66399;Mandelbachtal;+49 (06803) 8400;n/a;+49 (06803) 984806;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Mandelbachtal (Ortsteil Wittersheim);n/a;n/a;n/a;Transporte, Güterbeförderung im Strassenverkehr;n/a;n/a;n/a;n/a
Mohr Geschäftsführungsgesellschaft mbH;Oberwürzbacher Weg 9;66399;Mandelbachtal;+49 (06803) 533;n/a;+49 (06803) 8798;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
NOMIS GmbH Textilreinigung und Service für Hotelwäsche und Berufskleidung;Beethoven Strasse 42;66399;Mandelbachtal;+49 (06803) 99490;n/a;+49 (06803) 994929;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Ommersheim);n/a;n/a;n/a;Chemische Reinigungen;n/a;n/a;n/a;n/a
Planungsbüro Reiner Roser GmbH;Kiefernweg 1;66399;Mandelbachtal;+49 (06893) 2013;n/a;+49 (06893) 2093;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Ormesheim);n/a;n/a;n/a;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;n/a
Saga Reitschulen GmbH;Grenzlandhof;66399;Mandelbachtal;+49 (06804) 914391;n/a;+49 (06804) 914392;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Sportschulen und selbstständige Sportlehrer;n/a;n/a;n/a;n/a
Schneider Immobilienverwaltungs- und Besitzgesellschaft mbH + Co. KG;Martinstrasse;66399;Mandelbachtal;+49 (06804) 6637;n/a;+49 (06804) 6211;n/a;HRA 9981, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Mandelbachtal;n/a;n/a;n/a;Immobilien-Verwaltung für Dritte;n/a;n/a;n/a;n/a
Thomas Kessler GmbH Bestattungen Schreinerei Blumen;Adenauer Strasse 115;66399;Mandelbachtal;+49 (06893) 2572;n/a;+49 (06893) 2573;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Ormesheim);n/a;n/a;n/a;Bestattungsinstitute, Bestatter;n/a;n/a;n/a;n/a
Transportvermittlung Theo Heib GmbH;Birkenstrasse 17;66399;Mandelbachtal;+49 (06803) 8763;n/a;+49 (06803) 8764;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Wittersheim);n/a;n/a;n/a;Speditionen;n/a;n/a;n/a;n/a
Walfried Munz GmbH;Am Höllenberg 52b;66399;Mandelbachtal;+49 (06804) 253;n/a;+49 (06804) 1243;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Bliesmengen-Bolchen);n/a;n/a;n/a;Busunternehmen;n/a;n/a;n/a;n/a
AP Geschäftsführungs GmbH;Peter-Wust-Strasse 5;66399;Mandelbachtal;+49 (06803) 99559 0;n/a;n/a;n/a;HRB 15674, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
DOLMEN Medien GmbH;Osthofenstrasse 17;66399;Mandelbachtal;+49 (0681) 95350;n/a;n/a;n/a;HRB 8670, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Verlage für Zeitschriften (Zeitschriftenverlage);n/a;n/a;n/a;n/a
Handelsagentur Werner Staudt;Vogelring 13;66399;Mandelbachtal;+49 (06893) 3830;n/a;+49 (06893) 4950;n/a;n/a;n/a;Mandelbachtal (Ortsteil Ormesheim);n/a;n/a;n/a;Personalvermittlung, Arbeitsvermittlung, Personalservice, Zeitarbeit;n/a;n/a;n/a;n/a
KEMTEX GmbH;Querstrasse 14;66399;Mandelbachtal;n/a;n/a;n/a;n/a;HRB 14343, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Verleih von Wäsche und Arbeitskleidung;n/a;n/a;n/a;n/a
Mauritius-Apotheke - Inhaber: Dorothea Rostaing;Adenauerstrasse 53;66399;Mandelbachtal;+49 (06893) 1730;n/a;n/a;n/a;n/a;n/a;Mandelbachtal (Ortsteil Ormesheim);n/a;Dorothea Rostaing;n/a;Apotheken;n/a;n/a;n/a;n/a
Römer-Apotheke Armin Schroer;Rubenheimer Strasse 5g;66399;Mandelbachtal;+49 (06803) 1212;n/a;+49 (06803) 981637;n/a;n/a;n/a;Mandelbachtal (Ortsteil Erfweiler-Ehlingen);n/a;n/a;n/a;Apotheken;n/a;n/a;n/a;n/a
Böhm Möbelwerkstätte GmbH;Ballweilerstrasse 17;66399;Mandelbachtal;+49 (06803) 3533;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Erfweiler-Ehlingen);n/a;n/a;n/a;Herstellung von Möbeln;n/a;n/a;n/a;n/a
DWG Druckweiterverarbeitung GmbH + Co. KG;Bliestalstrasse 75;66399;Mandelbachtal;+49 (06804) 914288;n/a;n/a;n/a;n/a;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Mandelbachtal (Ortsteil Bliesmengen-Bolchen);n/a;n/a;n/a;Druckweiterverarbeitung;n/a;n/a;n/a;n/a
Günter Langenbahn GmbH;Saargemünder Strasse 34;66399;Mandelbachtal;+49 (06803) 2029;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Wittersheim);n/a;n/a;n/a;Steinbildhauer und Steinmetze;n/a;n/a;n/a;n/a
Karin Schmidt Yachtcharter KG;Pfaffentalstrasse 65;66399;Mandelbachtal;n/a;n/a;n/a;n/a;HRA 9095, Amtsgericht Saarbrücken;n/a;Mandelbachtal;n/a;n/a;n/a;Vermietung von Booten, Schiffen usw.;n/a;n/a;n/a;n/a
Kulturverein e.V. Bliesmengen-Bolchen;Im Oberen Mengen 34;66399;Mandelbachtal;+49 (06804) 284;n/a;n/a;n/a;n/a;e.V.: Eingetragener Verein;Mandelbachtal (Ortsteil Bliesmengen-Bolchen);n/a;n/a;n/a;Vereine und Interessenvertretungen;n/a;n/a;n/a;n/a
ECN e.K.;Am Höllenberg 18;66399;Mandelbachtal;+49 (06804) 91032;n/a;+49 (06804) 91031;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Mandelbachtal (Ortsteil Bliesmengen-Bolchen);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
FL Service GmbH;Grenzlandstrasse 17;66399;Mandelbachtal;n/a;n/a;n/a;n/a;HRB 12940, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Personalvermittlung, Arbeitsvermittlung, Personalservice, Zeitarbeit;n/a;n/a;n/a;n/a
Harald Herter GmbH;Am Spatzenhüwel 2;66399;Mandelbachtal;+49 (06804) 713;n/a;+49 (06804) 6714;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Bliesmengen-Bolchen);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
J. Ries GmbH;Langgasse 9;66399;Mandelbachtal;+49 (06803) 638;n/a;+49 (06803) 2871;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Erfweiler-Ehlingen);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Mohr GmbH + Co. KG;Oberwürzbacher Strasse 9;66399;Mandelbachtal;+49 (06803) 533;n/a;+49 (06803) 8798;n/a;n/a;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Mandelbachtal (Ortsteil Ommersheim);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
BPG Projektmanagement GmbH;Priorat;66399;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Gräfinthal);n/a;n/a;n/a;Unternehmensberatung, Unternehmensberater;n/a;n/a;n/a;n/a
CarParts 1 GmbH;Pfarrer-Vinzent-Strasse 11;66399;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;Handel mit Ersatzteilen und Zubehör für Autos, Nutzfahrzeuge, LKW etc.;n/a;n/a;n/a;n/a
Der Baumfäller -Daniel Wagner e.K.;Heuwiesstrasse 32;66399;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Mandelbachtal (Ortsteil Bliesmengen-Bolchen);n/a;n/a;n/a;Gartenbau und Landschaftsbau (Galabau);n/a;n/a;n/a;n/a
Kempf und Hektor Baufertigteilmontage GmbH;Jacobstrasse 4 a;66399;Mandelbachtal;+49 (06803) 984171;n/a;n/a;n/a;HRB 32994, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Saar-Lor-Lux Verlag GmbH;Am Krähberg 2;66399;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Heckendalheim);n/a;n/a;n/a;Verlage für Zeitschriften (Zeitschriftenverlage);n/a;n/a;n/a;n/a
Technische Werke Mandelbachtal Geschäftsführungs GmbH;Theo-Carlen-Platz 2;66399;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Ormesheim);n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
H + M Industrievertretungen für Luft- + Filtertechnik GmbH;Lindenweg 2;66399;Mandelbachtal;+49 (06893) 3060;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Ormesheim);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
NL Grundstücksverwaltungs Geschäftsführungs GmbH;Adenauerstrasse 71;66399;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Ormesheim);n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
NL Grundstücksverwaltungs GmbH + Co. KG;Adenauerstrasse 71;66399;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Mandelbachtal (Ortsteil Ormesheim);n/a;n/a;n/a;Immobilien-Verwaltung für Dritte;n/a;n/a;n/a;n/a
Präzileba Präzisions-Lehrenbau GmbH;St.-Ingberter-Strasse 102;66399;Mandelbachtal;+49 (06803) 2147;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal (Ortsteil Heckendalheim);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Obsthandel Schneider GmbH;Martinstrasse;66399;Mandelbachtal;n/a;n/a;n/a;n/a;HRB 6678, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Raimund Henrich GmbH Bau-Fugen-Abdichtungen;Rubenheimer Strasse 144;66399;Mandelbachtal;n/a;n/a;n/a;n/a;HRB 32344, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Pro Casa Limited;Am Nadelkörbchen 4;66399;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;Ltd.: Limited;Mandelbachtal (Ortsteil Ommersheim);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Technische Werke Mandelbachtal GmbH + Co. KG;Theo-Carlen-Platz 2;66399;Mandelbachtal;n/a;n/a;n/a;n/a;n/a;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Mandelbachtal (Ortsteil Ormesheim);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Klos Automobile GmbH;Illinger Strasse 48;66646;Marpingen;+49 (06827) 901515;info.losheim@klosautomobile.de;+49 (06827) 901555;www.klosautomobile.de;HRB 16784, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen (Ortsteil Urexweiler);1959;n/a;Volker Klos;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.) / Autohändler;n/a;DE257118978;150 in Deutschland;25.000 Euro
Omnibusbetrieb Dieter Schmidt GmbH;Hinten auf der Gass 13;66646;Marpingen;+49 (06853) 922004;n/a;+49 (06853) 30174;www.dersaarlaender.de;HRB 80405, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;Michael Schmidt;Busunternehmen / Busunternehmen;n/a;DE138247643;n/a;n/a
Ingenieurbüro Dieter Müller GmbH;Am Mühlenberg 30;66646;Marpingen;+49 (06853) 922657;dm@baustatiker.net;+49 (06853) 922659;www.baustatiker.net;HRB 19180, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;2011;n/a;n/a;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;25.000 Euro
CEAT Maklerservice e.K.;Alsweilerstrasse 81;66646;Marpingen;+49 (06853) 9618825;info@ceat-maklerservice.de;+49 (06853) 9618826;www.ceat-maklerservice.de;HRA 10810, Amtsgericht Saarbrücken;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Marpingen;2010;n/a;n/a;Versicherungsmakler;n/a;n/a;n/a;n/a
Sporthaus Glaab GmbH;Alsweilerstrasse 66;66646;Marpingen;+49 (06853) 50077;info@sporthaus-glaab.de;+49 (06853) 30142;www.sporthaus-glaab.de;HRB 80981, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Einzelhandel mit Sportartikeln und Campingbedarf (ohne Campingmöbel);n/a;DE138211941;n/a;n/a
MESAS quality improving systems GmbH;Hinten auf der Gass 3;66646;Marpingen;+49 (06853) 50088;info@mesas.de;+49 (06853) 30858;www.mesas.de;HRB 17207, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Dienstleistungen a.n.g.;n/a;n/a;n/a;n/a
PMR-Musikstudio GmbH;Marienstrasse 6;66646;Marpingen;+49 (06853) 9604789;info@pmr-musik.de;+49 (06853) 9604788;www.pmr-musik.de;HRB 17970, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Verlage für Tonträger und Musikalien (Musikverlage);n/a;n/a;n/a;n/a
SOLIDEO Ganzheitliche Heilkunde GmbH;Lindenstrasse 44;66646;Marpingen;+49 (06853) 8540616;mal@solideo-online.de;n/a;www.solideo-online.de;HRB 17649, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Heilpraktiker, Chiropraktiker und Osteopathen;n/a;n/a;n/a;n/a
ZM Elektrotechnik GmbH;Geierschell 5;66646;Marpingen;+49 (06853) 400480;info@zm-elektrotechnik.de;n/a;www.zm-elektrotechnik.de;HRB 16827, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Elektroinstallation;n/a;n/a;n/a;n/a
Autohaus Schlick GmbH + Co. KG;Tholeyer Strasse 108;66646;Marpingen;+49 (06853) 2245;auto.schlick@t-online.de;+49 (06853) 30519;www.peugeot-autohaus-schlick-marpingen-alsweiler.de;HRA 10151, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Marpingen;n/a;n/a;n/a;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.);n/a;n/a;n/a;n/a
Auto-Maurer GmbH;Illinger Strasse 48;66646;Marpingen;+49 (06827) 9015 0;n/a;n/a;n/a;HRB 18727, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;2010;n/a;n/a;Handel mit Ersatzteilen und Zubehör für Autos, Nutzfahrzeuge, LKW etc.;n/a;n/a;n/a;25.000 Euro
Bosch Car Service + Reisemobile Dörr GmbH;Hinten auf der Gass 4;66646;Marpingen;+49 (06853) 922690;info@bs-doerr.de;+49 (06853) 922692;www.bs-doerr.de;HRB 13464, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.);n/a;n/a;n/a;n/a
Görlich Informatik e.K.;Auf der Härtel 18;66646;Marpingen;+49 (06853) 5020336;kontakt@goerlich-informatik.de;+49 (06853) 5020337;www.goerlich-informatik.de;HRA 10153, Amtsgericht Saarbrücken;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Marpingen;n/a;n/a;n/a;Softwareberatung und Softwareentwicklung;n/a;n/a;n/a;n/a
Karl Heinz Fuchs GmbH;Urexweilerstrasse 59;66646;Marpingen;+49 (06853) 91400;p.johannes@autohaus-fuchs.com;+49 (06853) 914040;www.autohaus-fuchs.com;HRB 80459, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.);n/a;DE176614069;n/a;n/a
Micro-Vu Europe GmbH;Feldstrasse 21;66646;Marpingen;+49 (06853) 9136;n/a;+49 (06853) 913629;n/a;HRB 19757, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen (Ortsteil Alsweiler);2011;n/a;n/a;Dienstleistungen a.n.g.;n/a;n/a;n/a;n/a
Flm-systems UG (haftungsbeschränkt);Zur Hirst 4;66646;Marpingen;+49 (06853) 4422;n/a;n/a;n/a;HRB 19416, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Marpingen;2011;n/a;n/a;Dienstleistungen a.n.g.;n/a;n/a;n/a;n/a
Heizung/Sanitär, Kunz + Pletscher GmbH;Rheinstrasse 18;66646;Marpingen;+49 (06853) 3793;n/a;+49 (06853) 400644;n/a;HRB 17360, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Klempnerei, Gasinstallation, Wasserinstallation, Heizungsinstallation und Lüftungsinstallation;n/a;n/a;n/a;n/a
M + H Bauunternehmung GmbH;Marktplatz 4;66646;Marpingen;+49 (06853) 300659;n/a;+49 (06853) 300922;n/a;HRB 19732, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;2011;n/a;n/a;Hochbau (ohne Fertigteilbau);n/a;n/a;n/a;n/a
Schlick Geschäftsführung GmbH;Tholeyer Strasse 108;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 16142, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;2007;n/a;Schlick, Heinz, Marpingen;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;25.000 Euro
Kommunale Dienste Marpingen GmbH;Marienstrasse 14;66646;Marpingen;+49 (06853) 91230;info@kdm-marpingen.de;+49 (06853) 912320;www.kdm-marpingen.de;HRB 80975, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;DE138211917;n/a;n/a
Mesas Gesellschaft für Mess-, Erfassungs- + Auswerte-Computer- Systeme mbH;Hinten auf der Gass 3;66646;Marpingen;+49 (06853) 50088;info@mesas.de;+49 (06853) 30858;www.mesas.de;HRB 81044, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;n/a;n/a;DE138044766;n/a;n/a
BV Best Vending UG (haftungsbeschränkt);Schlossstrasse 63;66646;Marpingen;n/a;n/a;n/a;n/a;HRB 18794, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Marpingen;2010;n/a;n/a;Grosshandel mit sonstigen Maschinen, Ausrüstungen und Zubehör (ohne Landmaschinen);n/a;n/a;n/a;2.000 Euro
EBM Elektrobau Marpingen GmbH;Am Langenstrank 2a;66646;Marpingen;+49 (06853) 1551;n/a;+49 (06853) 30275;n/a;HRB 80519, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;1979;n/a;n/a;Elektroinstallation;n/a;DE138211396;n/a;n/a
LAWEBO Touristik GmbH;Hinten auf der Gass 13;66646;Marpingen;+49 (06853) 8540690;n/a;n/a;n/a;HRB 17675, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Dienstleistungen a.n.g.;n/a;n/a;n/a;n/a
Peter Diener GmbH;Alsweilerstrasse 5;66646;Marpingen;+49 (06853) 9617 0;n/a;+49 (06853) 961720;n/a;HRB 17589, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Marpingen;n/a;n/a;n/a;Versicherungsmakler;n/a;n/a;n/a;n/a
