,company_name,rating,reviews,salaries,jobs,location,size,industry,description
447,Euronics,3.7,"{'url': '/Reviews/Euronics-Reviews-E948345.htm', 'count': '61'}","{'url': '/Salary/Euronics-Salaries-E948345.htm', 'count': '--'}","{'url': '/Jobs/Euronics-Jobs-E948345.htm', 'count': '69'}",Saarland,10000+ Employees,Consumer Electronics & Appliances Stores,
448,Samsung Electronics,3.8,"{'url': '/Reviews/Samsung-Electronics-Reviews-E3363.htm', 'count': '13.6K'}","{'url': '/Salary/Samsung-Electronics-Salaries-E3363.htm', 'count': '3.8K'}","{'url': '/Jobs/Samsung-Electronics-Jobs-E3363.htm', 'count': '44'}",Saarland,10000+ Employees,Electronics Manufacturing,"Samsung Electronics is a global leader in technology, opening new possibilities for people everywhere. Through relentless innovation and discovery, we are transforming the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, medical devices, semiconductors and LED solutions. Samsung is also leading in the Internet of Things space through, among others, our Smart Home and Digital Health initiatives. 

Since being established in 1969, Samsung Electronics has grown into one of the world’s leading technology companies, and become recognized as one of the top 10 global brands. Our network now extends across the world, and Samsung takes great pride in the creativity and diversity of its talented people, who drive our growth.

To discover more, please visit our website at www.samsung.com and our official newsroom at news.samsung.com."
449,Parfümerie Douglas,3.7,"{'url': '/Reviews/Parf%C3%BCmerie-Douglas-Reviews-E247561.htm', 'count': '221'}","{'url': '/Salary/Parf%C3%BCmerie-Douglas-Salaries-E247561.htm', 'count': '6'}","{'url': '/Jobs/Parf%C3%BCmerie-Douglas-Jobs-E247561.htm', 'count': '582'}",Saarland,10000+ Employees,Beauty & Personal Accessories Stores,
450,EuroSkyPark,5.0,"{'url': '/Reviews/EuroSkyPark-Reviews-E1114249.htm', 'count': '1'}","{'url': '/Salary/EuroSkyPark-Salaries-E1114249.htm', 'count': '--'}","{'url': '/Jobs/EuroSkyPark-Jobs-E1114249.htm', 'count': '--'}","Headquarters in Saarbrücken, Germany",Unknown,N/A,
451,SHG,3.0,"{'url': '/Reviews/SHG-Reviews-E1120413.htm', 'count': '10'}","{'url': '/Salary/SHG-Salaries-E1120413.htm', 'count': '42'}","{'url': '/Jobs/SHG-Jobs-E1120413.htm', 'count': '48'}",Saarland,Unknown,N/A,
452,Restaurants & Brasseries Bocuse,3.8,"{'url': '/Reviews/Restaurants-and-Brasseries-Bocuse-Reviews-E2868095.htm', 'count': '10'}","{'url': '/Salary/Restaurants-and-Brasseries-Bocuse-Salaries-E2868095.htm', 'count': '--'}","{'url': '/Jobs/Restaurants-and-Brasseries-Bocuse-Jobs-E2868095.htm', 'count': '27'}",Saarland,Unknown,N/A,
453,Ferrero Cloth Store,5.0,"{'url': '/Reviews/Ferrero-Cloth-Store-Reviews-E2809167.htm', 'count': '5'}","{'url': '/Salary/Ferrero-Cloth-Store-Salaries-E2809167.htm', 'count': '--'}","{'url': '/Jobs/Ferrero-Cloth-Store-Jobs-E2809167.htm', 'count': '--'}",Saarland,Unknown,N/A,
454,Ford Motor Company,4.1,"{'url': '/Reviews/Ford-Motor-Company-Reviews-E263.htm', 'count': '12.6K'}","{'url': '/Salary/Ford-Motor-Company-Salaries-E263.htm', 'count': '11.5K'}","{'url': '/Jobs/Ford-Motor-Company-Jobs-E263.htm', 'count': '2.7K'}",Saarland,10000+ Employees,Transportation Equipment Manufacturing,"OUR PURPOSE
We believe in the power of creating a world with fewer obstacles and limits, where people have the freedom to build a better life and pursue their dreams.
 
To shorten the distance between where you are and where you want to go.

To connect people down the road and over the horizon — to discover possibilities, and enjoy the thrill, adventure and pride of moving freely.

From day one, we've provided people with tools to help them move forward and upward.
We've innovated to expand their opportunities. And we've worked to earn their trust, every single day.
 
We honor our legacy as we build the future – a better world for generations to come. Because when everyone is free to move, and free to dream, we do what we do best: we change the world.

OUR HISTORY
Henry Ford transformed not only the automobile but working life and the role of transportation. Having played our part in everything from the birth of the middle class to the recent global pandemic, we serve the world with integrity and competence. The Blue Oval is one of the most recognized corporate symbols in history, continually striving to earn the trust of all stakeholders.

OUR CULTURE
Ford is a family company in more ways than one. The culture is anchored in shared beliefs and ideals, acting for the common good. As an organization, Ford believes everyone should have the freedom to move and pursue their dreams, and seeks to create a culture of belonging for every employee.






Ford Motor Company (NYSE: F) is a global company based in Dearborn, Michigan. The company designs, manufactures, markets and services a full line of Ford trucks, utility vehicles, and cars – increasingly including electrified versions – and Lincoln luxury vehicles; provides financial services through Ford Motor Credit Company; and is pursuing leadership positions in electrification; mobility solutions, including self-driving services; and connected vehicle services.  Ford employs approximately 186,000 people worldwide. For more information regarding Ford, its products and Ford Motor Credit Company, please visit corporate.ford.com.

Privacy Policy: https://www.ford.com/help/privacy/

For career opportunities, please visit https://corporate.ford.com/careers.html."
455,persona service,4.6,"{'url': '/Reviews/persona-service-Reviews-E594203.htm', 'count': '140'}","{'url': '/Salary/persona-service-Salaries-E594203.htm', 'count': '21'}","{'url': '/Jobs/persona-service-Jobs-E594203.htm', 'count': '10.4K'}",Saarland,10000+ Employees,Building & Personnel Services,
456,Hotel Restaurant Häsfeld,5.0,"{'url': '/Reviews/Hotel-Restaurant-H%C3%A4sfeld-Reviews-E8703061.htm', 'count': '1'}","{'url': '/Salary/Hotel-Restaurant-H%C3%A4sfeld-Salaries-E8703061.htm', 'count': '--'}","{'url': '/Jobs/Hotel-Restaurant-H%C3%A4sfeld-Jobs-E8703061.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
457,Engel Küchenmontagen,4.7,"{'url': '/Reviews/Engel-K%C3%BCchenmontagen-Reviews-E1419614.htm', 'count': '6'}","{'url': '/Salary/Engel-K%C3%BCchenmontagen-Salaries-E1419614.htm', 'count': '1'}","{'url': '/Jobs/Engel-K%C3%BCchenmontagen-Jobs-E1419614.htm', 'count': '11'}",Saarland,51 to 200 Employees,Taxi & Car Services,
458,Fresenius Medical Care - North America,3.4,"{'url': '/Reviews/Fresenius-Medical-Care-North-America-Reviews-E10445.htm', 'count': '3.5K'}","{'url': '/Salary/Fresenius-Medical-Care-North-America-Salaries-E10445.htm', 'count': '6K'}","{'url': '/Jobs/Fresenius-Medical-Care-North-America-Jobs-E10445.htm', 'count': '--'}",Saarland,10000+ Employees,Health Care Services & Hospitals,"Through our industry-leading network of more than 2,400 dialysis facilities, outpatient cardiac and vascular labs, and urgent care centers, as well as the country’s largest practice of hospitalist and post-acute providers, Fresenius Medical Care provides coordinated health care services at pivotal care points for hundreds of thousands of chronically ill customers throughout the continent.  As the world’s only vertically integrated renal company, we also offer specialty pharmacy and laboratory services, as well as manufacturing and distributing the most comprehensive line of dialysis equipment, disposable products and renal pharmaceuticals.  

Fresenius Medical Care North America is the premier health care company focused on delivering the highest quality care to people with renal and other chronic conditions."
459,Sanacorp Pharmahandel,3.7,"{'url': '/Reviews/Sanacorp-Pharmahandel-Reviews-E946735.htm', 'count': '15'}","{'url': '/Salary/Sanacorp-Pharmahandel-Salaries-E946735.htm', 'count': '--'}","{'url': '/Jobs/Sanacorp-Pharmahandel-Jobs-E946735.htm', 'count': '96'}",Saarland,1001 to 5000 Employees,Biotech & Pharmaceuticals,"The Sanacorp pharmacist cooperative is one of the leading pharmaceutical wholesalers in Germany. The approx. 8,000 members can achieve more collectively than individual members ever could. By pooling their interests, independent pharmacies are able to take advantage of a confident and effective partnership without sacrificing their autonomy. Sanacorp’s core competence is the comprehensive, cost-efficient and reliable supply of medicines and health-care products to pharmacies. Over and above this core competency, pharmacy members are supported by services in line with market requirements and by targeted activities for all types of pharmacy-specific issues ranging from logistics, to ideas for product ranges, to marketing.
Sanacorp as a pharmacist company promotes the economic advancement of its members and customers in Germany. The pharmacists actively influence Sanacorp’s company policy via the Supervisory Board and the meeting of representatives. "
460,Aral,3.2,"{'url': '/Reviews/Aral-Reviews-E1108637.htm', 'count': '11'}","{'url': '/Salary/Aral-Salaries-E1108637.htm', 'count': '1'}","{'url': '/Jobs/Aral-Jobs-E1108637.htm', 'count': '--'}",Saarland,201 to 500 Employees,N/A,
461,Brot & Sinne,2.0,"{'url': '/Reviews/Brot-and-Sinne-Reviews-E7590531.htm', 'count': '1'}","{'url': '/Salary/Brot-and-Sinne-Salaries-E7590531.htm', 'count': '--'}","{'url': '/Jobs/Brot-and-Sinne-Jobs-E7590531.htm', 'count': '--'}",Saarland,51 to 200 Employees,N/A,
462,OBI,3.9,"{'url': '/Reviews/OBI-Reviews-E683062.htm', 'count': '289'}","{'url': '/Salary/OBI-Salaries-E683062.htm', 'count': '8'}","{'url': '/Jobs/OBI-Jobs-E683062.htm', 'count': '1.3K'}",Saarland,10000+ Employees,Home Furniture & Housewares Stores,"OBI’s target is to be the leading DIY retailer setting the pace for the whole trade as an innovator. Wherever we are present, we define the DIY market and strive for market leadership. We set standards regarding assortment, store formats and customers’ shopping experience. OBI is one of the leading European DIY brands offering a wide range of home improvement and gardening products. Currently, the company operates in 10 central and eastern european countries more than 580 stores, thereof more than 350 in Germany. Today the Group  has more than 42.000 employees. In 2014 OBI reached a turnover of more than 6.7 billion Euros.
OBI was founded in 1970 and belongs to Tengelmann Group. As the undisputed market leader in the German DIY retail industry, OBI is the driving force which propels the entire trade. Since 1993 the company has used its powerful position within the home market to press ahead with its expansion internationally."
463,GSE Group,4.2,"{'url': '/Reviews/GSE-Group-Reviews-E946253.htm', 'count': '52'}","{'url': '/Salary/GSE-Group-Salaries-E946253.htm', 'count': '--'}","{'url': '/Jobs/GSE-Group-Jobs-E946253.htm', 'count': '30'}",Saarland,501 to 1000 Employees,Real Estate,"GSE has chosen a profession.

We are a global contractor in commercial real estate.

We are experts in turnkey design and construction, and GSE expresses this profession through strong contractual commitments guaranteeing price, quality, and deadlines.

Our group relies on the expertise of our 600 employees, of which 59% are engineers, distributed in France and internationally. With a turnover of 950 million euros in 2022, the company's performance is linked to the commitment and skills of our employees.

Family spirit, conquering spirit, sharing spirit: having the GSE spirit is much more than practicing a profession.

Our values can be summarized in one word, PACTE:
Performance
Agility
Collaboration
Transparency
Commitment

These values permeate all our actions and give them meaning.

Living the GSE experience means building your future sustainably and highlighting your added value in the profession you have chosen."
464,Deichmann,3.2,"{'url': '/Reviews/Deichmann-Reviews-E790074.htm', 'count': '435'}","{'url': '/Salary/Deichmann-Salaries-E790074.htm', 'count': '7'}","{'url': '/Jobs/Deichmann-Jobs-E790074.htm', 'count': '4.1K'}",Saarland,10000+ Employees,"Department, Clothing & Shoe Stores",
465,JD Sports Fashion,3.1,"{'url': '/Reviews/JD-Sports-Fashion-Reviews-E13180.htm', 'count': '3.4K'}","{'url': '/Salary/JD-Sports-Fashion-Salaries-E13180.htm', 'count': '216'}","{'url': '/Jobs/JD-Sports-Fashion-Jobs-E13180.htm', 'count': '2.5K'}",Saarland,10000+ Employees,Sporting Goods Stores,"JD Sports Fashion (formerly The John David Group) wants everyone to be a sport, or at least dress like one. The retailer operates about 450 sport and athletic-inspired fashion apparel and footwear stores in the UK and Ireland under the JD Sports, Size, Bank, and Scotts banners. More than 300 JD Sports shops sell Converse, K-Swiss, and Nike brand footwear and clothing, among other brands, for men, women, and kids. Adding to its retail presence in Ireland, JD Sports acquired athletic clothing and footwear retailer Champion Sports, which is based in the Republic of Ireland, in 2011. Pentland Group, the firm behind the Speedo and Lacoste brands, owns about 55% of JD Sports Fashion."
466,Sauter,3.5,"{'url': '/Reviews/Sauter-Reviews-E534797.htm', 'count': '37'}","{'url': '/Salary/Sauter-Salaries-E534797.htm', 'count': '--'}","{'url': '/Jobs/Sauter-Jobs-E534797.htm', 'count': '139'}",Saarland,51 to 200 Employees,Electronics Manufacturing,"In its history spanning more than 100 years, the SAUTER Group has managed to position its name worldwide for expertise in the building management and room automation sector. The company combines a global outlook with regional bonds, and a traditional approach with seminal innovation. SAUTER is your reliable partner, with which you can create sustainable environments."
467,Scheer,3.7,"{'url': '/Reviews/Scheer-Reviews-E1323947.htm', 'count': '29'}","{'url': '/Salary/Scheer-Salaries-E1323947.htm', 'count': '1'}","{'url': '/Jobs/Scheer-Jobs-E1323947.htm', 'count': '23'}",Saarland,51 to 200 Employees,N/A,
468,DFKI robotics innovation centre,4.3,"{'url': '/Reviews/DFKI-robotics-innovation-centre-Reviews-E899144.htm', 'count': '11'}","{'url': '/Salary/DFKI-robotics-innovation-centre-Salaries-E899144.htm', 'count': '1'}","{'url': '/Jobs/DFKI-robotics-innovation-centre-Jobs-E899144.htm', 'count': '8'}",Saarland,51 to 200 Employees,Research & Development,
469,Kuhn,3.9,"{'url': '/Reviews/Kuhn-Reviews-E845995.htm', 'count': '135'}","{'url': '/Salary/Kuhn-Salaries-E845995.htm', 'count': '46'}","{'url': '/Jobs/Kuhn-Jobs-E845995.htm', 'count': '23'}",Saarland,1001 to 5000 Employees,Consumer Product Manufacturing,KUHN specializes in producing agricultural equipment and vehicules.
470,VSE,3.7,"{'url': '/Reviews/VSE-Reviews-E2006.htm', 'count': '199'}","{'url': '/Salary/VSE-Salaries-E2006.htm', 'count': '243'}","{'url': '/Jobs/VSE-Jobs-E2006.htm', 'count': '374'}",Saarland,1001 to 5000 Employees,Aerospace & Defense,"VSE is a provider of customized solutions for sustaining our customers’ mission-critical platforms, including government and commercial vehicles, ships and aircraft.  Our fast-growing and diverse business groups utilize innovation, excellence, and teamwork to provide fleet sustainment, logistics and engineering services for the U.S. government and private organizations worldwide."
471,Tipster Service,3.3,"{'url': '/Reviews/Tipster-Service-Reviews-E3424921.htm', 'count': '5'}","{'url': '/Salary/Tipster-Service-Salaries-E3424921.htm', 'count': '--'}","{'url': '/Jobs/Tipster-Service-Jobs-E3424921.htm', 'count': '8'}",Saarland,51 to 200 Employees,N/A,
472,H&M,3.5,"{'url': '/Reviews/H-and-M-Reviews-E11918.htm', 'count': '15K'}","{'url': '/Salary/H-and-M-Salaries-E11918.htm', 'count': '8.5K'}","{'url': '/Jobs/H-and-M-Jobs-E11918.htm', 'count': '1.8K'}",Saarland,10000+ Employees,"Department, Clothing & Shoe Stores","The key to building a great look is combining bold pieces.
The key to building a great company is combining bold people.

We take pride in our history of making fashion accessible to the everyone, and strive to build a more welcoming, inclusive and sustainable industry. Only through our great people and teams will we be able to change the future of fashion. 

Together, we create that special kind of workplace where unique talents from all over the world come together to form dynamic teams, where we foster a culture of creativity, innovation, collaboration and growth. 

At H&M, we welcome you to be yourself and challenge you to grow and make a difference.  You’ll take on new responsibilities from day one, learn skills for life, meet friends completely unlike you that make you feel at home, and start finding ways to make your big dreams come true. Help us reimagine the future of an entire industry by making everyone look, feel and do good. 

The dress code is simple:  Be proud of where you came from & amazed by where you’ll go.
Be yourself & more at H&M. 
"
473,Mosolf,3.7,"{'url': '/Reviews/Mosolf-Reviews-E935384.htm', 'count': '13'}","{'url': '/Salary/Mosolf-Salaries-E935384.htm', 'count': '--'}","{'url': '/Jobs/Mosolf-Jobs-E935384.htm', 'count': '109'}",Saarland,1001 to 5000 Employees,Shipping & Trucking,
474,IONOS,3.5,"{'url': '/Reviews/IONOS-Reviews-E688822.htm', 'count': '429'}","{'url': '/Salary/IONOS-Salaries-E688822.htm', 'count': '130'}","{'url': '/Jobs/IONOS-Jobs-E688822.htm', 'count': '5'}",Saarland,Unknown,Information Technology Support Services,"Your online business has been the core of our business for over 30 years!

IONOS is the web hosting and cloud partner for small and medium-sized businesses. We are experts in IaaS and offer a portfolio of solutions for the digital space. As the largest hosting company in Europe, we manage more than 8 million customer contracts and host over 12 million domains in our own regional data centers in the US and Europe.

We help entrepreneurs taking their first steps online, business owners scaling up, large companies and the partners who help them succeed. Whether building an online presence by securing a domain, building a website, moving back-office processes to the cloud, or orchestrating a container cluster, our comprehensive product range offers a best-in-class app, server or service.

Reliability and security are engineered into the core of our products. Our data center network delivers optimal performance and georedundancy. With headquarters in Germany, we rely on a solid mix of state-of-the-art technology, strong privacy policies and airtight data security.

Unique to the industry, we offer a dedicated customer service agent to every customer. Your own personal consultant will take the time to get to know you and your business, helping you make the most of your online presence. World-class customer support through a single point of contact is yours at no extra cost.

You deserve nothing less than the latest technologies at a great price and in terms that are easy to understand. The best contract is flexible and doesn’t require a team of legal experts, so we’ve tried to make our product offerings and prices as transparent as possible. Helping to make you a success online is our gain — ensuring that you’ve got time for other more important things is our goal."
475,KDW+Service,2.7,"{'url': '/Reviews/KDW-Service-Reviews-E1545239.htm', 'count': '10'}","{'url': '/Salary/KDW-Service-Salaries-E1545239.htm', 'count': '--'}","{'url': '/Jobs/KDW-Service-Jobs-E1545239.htm', 'count': '1'}",Saarland,Unknown,N/A,
476,TALLY WEiJL,2.7,"{'url': '/Reviews/TALLY-WEiJL-Reviews-E763968.htm', 'count': '174'}","{'url': '/Salary/TALLY-WEiJL-Salaries-E763968.htm', 'count': '--'}","{'url': '/Jobs/TALLY-WEiJL-Jobs-E763968.htm', 'count': '120'}",Saarland,1001 to 5000 Employees,"Department, Clothing & Shoe Stores","TALLY WEiJL is a leading international fashion label which designs, produces and sells sexy fashion for young women and girls in its own stores. TALLY WEiJL was founded in 1984 by Tally Elfassi-Weijl and Beat Grüring at Lohn in the Canton of Solothurn (Switzerland). The company today is represented worldwide in 31 countries with over 760 stores and employs more than 2'800 staff. In 2011, TALLY WEiJL generated external sales of 515 million euros.The headquarters of TALLY WEiJL, its Service and Support Center, is based in Basel (Switzerland) and the TALLY WEiJL Design Studio in the centre of Paris (France)."
477,SHG-Kliniken Völklingen,4.0,"{'url': '/Reviews/SHG-Kliniken-V%C3%B6lklingen-Reviews-E2852270.htm', 'count': '3'}","{'url': '/Salary/SHG-Kliniken-V%C3%B6lklingen-Salaries-E2852270.htm', 'count': '--'}","{'url': '/Jobs/SHG-Kliniken-V%C3%B6lklingen-Jobs-E2852270.htm', 'count': '--'}",Saarland,Unknown,N/A,
478,Michelin,4.1,"{'url': '/Reviews/Michelin-Reviews-E3294.htm', 'count': '2.9K'}","{'url': '/Salary/Michelin-Salaries-E3294.htm', 'count': '385'}","{'url': '/Jobs/Michelin-Jobs-E3294.htm', 'count': '622'}",Saarland,10000+ Employees,Machinery Manufacturing,"Michelin is the worldwide leader in providing a better way forward for the people who rely on vehicles in all shapes and sizes — from cars, trucks and motorcycles to airplanes, earthmovers, tractors and more. 

As a mobility company, Michelin is a place where innovation thrives. The Company’s dedication to sustainable mobility guides our purpose and defines our success — for our customers, for our employees, for our communities and for society.

Michelin has earned a long-standing reputation for delivering premium products and services –from the industry-leading tires we produce to the travel experiences we make possible.  Michelin helps you connect with memorable experiences through our travel guides, hotel and restaurant guides, maps and road atlases. For more than a century, Michelin has served as a trusted partner for the journey ahead. 

Michelin is recognized as an employer of choice by the people who work here. They stay at Michelin because they have careers with a purpose at a company with a purpose. 

Michelin takes an advanced approach to career development, ensuring that you will come for a job but stay for a career. 

Apply now and start your own mobility journey with Michelin today."
479,R+V Versicherung,4.1,"{'url': '/Reviews/R-V-Versicherung-Reviews-E317543.htm', 'count': '204'}","{'url': '/Salary/R-V-Versicherung-Salaries-E317543.htm', 'count': '2'}","{'url': '/Jobs/R-V-Versicherung-Jobs-E317543.htm', 'count': '2.3K'}",Saarland,10000+ Employees,Insurance Carriers,
480,metalvalor,2.7,"{'url': '/Reviews/metalvalor-Reviews-E4246700.htm', 'count': '3'}","{'url': '/Salary/metalvalor-Salaries-E4246700.htm', 'count': '--'}","{'url': '/Jobs/metalvalor-Jobs-E4246700.htm', 'count': '3'}",Saarland,1 to 50 Employees,N/A,
481,Saarpfalz-Kreis,4.0,"{'url': '/Reviews/Saarpfalz-Kreis-Reviews-E8414658.htm', 'count': '1'}","{'url': '/Salary/Saarpfalz-Kreis-Salaries-E8414658.htm', 'count': '--'}","{'url': '/Jobs/Saarpfalz-Kreis-Jobs-E8414658.htm', 'count': '1'}",Saarland,501 to 1000 Employees,N/A,
482,Sematell,5.0,"{'url': '/Reviews/Sematell-Reviews-E3923597.htm', 'count': '1'}","{'url': '/Salary/Sematell-Salaries-E3923597.htm', 'count': '--'}","{'url': '/Jobs/Sematell-Jobs-E3923597.htm', 'count': '--'}",Saarland,Unknown,N/A,
483,Union Krankenversicherung,2.0,"{'url': '/Reviews/Union-Krankenversicherung-Reviews-E933013.htm', 'count': '2'}","{'url': '/Salary/Union-Krankenversicherung-Salaries-E933013.htm', 'count': '--'}","{'url': '/Jobs/Union-Krankenversicherung-Jobs-E933013.htm', 'count': '--'}",Saarland,501 to 1000 Employees,N/A,
484,Albert & Thees,5.0,"{'url': '/Reviews/Albert-and-Thees-Reviews-E6241558.htm', 'count': '1'}","{'url': '/Salary/Albert-and-Thees-Salaries-E6241558.htm', 'count': '--'}","{'url': '/Jobs/Albert-and-Thees-Jobs-E6241558.htm', 'count': '4'}",Saarland,1 to 50 Employees,N/A,
485,Kraftblock,4.5,"{'url': '/Reviews/Kraftblock-Reviews-E4246188.htm', 'count': '2'}","{'url': '/Salary/Kraftblock-Salaries-E4246188.htm', 'count': '--'}","{'url': '/Jobs/Kraftblock-Jobs-E4246188.htm', 'count': '3'}",Saarland,1 to 50 Employees,Energy & Utilities,
486,CAIGOS,5.0,"{'url': '/Reviews/CAIGOS-Reviews-E3146553.htm', 'count': '1'}","{'url': '/Salary/CAIGOS-Salaries-E3146553.htm', 'count': '--'}","{'url': '/Jobs/CAIGOS-Jobs-E3146553.htm', 'count': '18'}",Saarland,Unknown,N/A,
487,Vapiano,3.1,"{'url': '/Reviews/Vapiano-Reviews-E283508.htm', 'count': '302'}","{'url': '/Salary/Vapiano-Salaries-E283508.htm', 'count': '41'}","{'url': '/Jobs/Vapiano-Jobs-E283508.htm', 'count': '148'}",Saarland,1 to 50 Employees,Restaurants & Cafes,"Our business concept is to serve fresh and well-cooked food at surprisingly good prices in a continental environment, where the guest is at the center. With experience and strong influences from Italy."
488,Deutsche Telekom,4.1,"{'url': '/Reviews/Deutsche-Telekom-Reviews-E4092.htm', 'count': '1.9K'}","{'url': '/Salary/Deutsche-Telekom-Salaries-E4092.htm', 'count': '47'}","{'url': '/Jobs/Deutsche-Telekom-Jobs-E4092.htm', 'count': '3.2K'}",Saarland,10000+ Employees,Telecommunications Services,
489,BakerHicks,4.6,"{'url': '/Reviews/BakerHicks-Reviews-E3280808.htm', 'count': '34'}","{'url': '/Salary/BakerHicks-Salaries-E3280808.htm', 'count': '--'}","{'url': '/Jobs/BakerHicks-Jobs-E3280808.htm', 'count': '102'}",Saarland,501 to 1000 Employees,N/A,
490,ZF Group,3.9,"{'url': '/Reviews/ZF-Group-Reviews-E10462.htm', 'count': '3.3K'}","{'url': '/Salary/ZF-Group-Salaries-E10462.htm', 'count': '1.6K'}","{'url': '/Jobs/ZF-Group-Jobs-E10462.htm', 'count': '2.3K'}",Saarland,10000+ Employees,Transportation Equipment Manufacturing,"ZF is a global technology company suppling systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility. ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.

With some 165,000 employees worldwide, ZF reported sales of €43.8 billion in fiscal 2022. The company operates 168 production locations in 32 countries.

For further press information and photos please visit: www.zf.com

Imprint: https://www.zf.com/site/meta/en/imprint.html
Data Protection: https://www.zf.com/site/meta/en/data_protection.html"
491,Saarstahl AG,4.2,"{'url': '/Reviews/Saarstahl-AG-Reviews-E835691.htm', 'count': '17'}","{'url': '/Salary/Saarstahl-AG-Salaries-E835691.htm', 'count': '--'}","{'url': '/Jobs/Saarstahl-AG-Jobs-E835691.htm', 'count': '44'}",Saarland,5001 to 10000 Employees,Metal & Mineral Manufacturing,"Saarstahl AG, with its locations in Völklingen, Burbach and Neunkirchen along with Roheisengesellschaft Saar
in Dillingen (Saarstahl and Dillinger Hütte each with 50 %) is one of the most important manufacturers of long products in the world. The company is recognized as having a high level of competence in the field of steel production and further processing.
 
Saarstahl AG specializes in the production of wire rod, steel bars and semi-finished products of various grades. The product range also includes open die forgings. These products are important preliminary products, both today and for the future, for the automotive industry and its suppliers, the construction industry, power industry engineering, the aerospace industry, general mechanical engineering and other steel processing branches."
492,Decathlon,4.0,"{'url': '/Reviews/Decathlon-Reviews-E41180.htm', 'count': '7.4K'}","{'url': '/Salary/Decathlon-Salaries-E41180.htm', 'count': '101'}","{'url': '/Jobs/Decathlon-Jobs-E41180.htm', 'count': '2.4K'}",Saarland,10000+ Employees,Sporting Goods Stores,"DECATHLON: OUR COMPANY

Assembling all sports beneath a single roof, DECATHLON has always promoted access to, and participation in, sport:

- Access based on price, without sacrificing high standards in the development and quality of our products. Simple stores, optimum logistics, efficient organisation and a constant drive to control costs have allowed us, and continue to allow us, regularly to lower the prices of our products.

- Access to a broad range of sporting products. This range includes DECATHLON's own ""Passion Brands"" products, such as Quechua, b'Twin, Kipsta ou Tribord, as well as products by international brands.

In addition to these products, DECATHLON also offers a number of services to promote participation in sport: our workshops, or personalisation services, à la carte financing, gift cards, etc."
493,FLSmidth|FLSmidth S.A.,3.7,"{'url': '/Reviews/FLSmidth-FLSmidth-S-A-Reviews-E10387.htm', 'count': '601'}","{'url': '/Salary/FLSmidth-FLSmidth-S-A-Salaries-E10387.htm', 'count': '387'}","{'url': '/Jobs/FLSmidth-FLSmidth-S-A-Jobs-E10387.htm', 'count': '210'}",Saarland,10000+ Employees,Metal & Mineral Manufacturing,"FLSmidth supplies the minerals and cement industries globally with everything from engineering, single machines and complete processing plants, to maintenance, support services and operation of processing facilities. Our core strengths are reflected in our market-leading product range, our ability to implement, manage and maintain projects, and our unmatched operation of minerals and cement processing plants, worldwide.

We offer a comprehensive, flexible and global service. With offices in more than 50 countries and service centres in our primary regions, we’re on the spot to help customers with every stage of their operational process, from strategic planning to overcoming everyday challenges and facility lifecycle management."
494,Anonymous Content,3.8,"{'url': '/Reviews/Anonymous-Content-Reviews-E32408.htm', 'count': '5.1K'}","{'url': '/Salary/Anonymous-Content-Salaries-E32408.htm', 'count': '3.3K'}","{'url': '/Jobs/Anonymous-Content-Jobs-E32408.htm', 'count': '--'}",Saarland,51 to 200 Employees,Film Production,"Is it okay to reveal the identity of this company? Anonymous Content specializes is a multimedia production house with units devoted to Film, Integrated, Commercials, Music Video, Television, and Talent. The company represents renowned directors such as David Fincher, who had created videos for Madonna and The Rolling Stones; and Wong Kar-Wai, who has developed an ad for the BMW Films project. Director Guy Ritchie's Anonymous Content-produced Nike ad received about three million hits after it was posted on YouTube. Feature films from Anonymous Content have included ""Babel"" and ""Eternal Sunshine of the Spotless Mind"". The company, which has offices in Los Angeles, New York, and London, was founded in 1999."
495,Eberspächer,3.4,"{'url': '/Reviews/Ebersp%C3%A4cher-Reviews-E910894.htm', 'count': '218'}","{'url': '/Salary/Ebersp%C3%A4cher-Salaries-E910894.htm', 'count': '64'}","{'url': '/Jobs/Ebersp%C3%A4cher-Jobs-E910894.htm', 'count': '347'}",Saarland,10000+ Employees,Consumer Product Manufacturing,
496,TEDi,2.2,"{'url': '/Reviews/TEDi-Reviews-E501107.htm', 'count': '231'}","{'url': '/Salary/TEDi-Salaries-E501107.htm', 'count': '10'}","{'url': '/Jobs/TEDi-Jobs-E501107.htm', 'count': '81'}",Saarland,10000+ Employees,"Department, Clothing & Shoe Stores",
497,Gusswerke,2.0,"{'url': '/Reviews/Gusswerke-Reviews-E3459820.htm', 'count': '1'}","{'url': '/Salary/Gusswerke-Salaries-E3459820.htm', 'count': '--'}","{'url': '/Jobs/Gusswerke-Jobs-E3459820.htm', 'count': '--'}",Saarland,501 to 1000 Employees,N/A,
